time,Theta_set,Theta_input
,40,37.32
,40,36.74
,40,36.26
,40,35.98
,40,35.82
,40,35.83
,40,36.26
,40,36.95
,40,37.65
,40,38.26
,40,38.81
,40,39.35
,40,39.95
,40,40.54
,40,41.14
,40,41.76
,40,42.33
,40,42.69
,40,42.85
,40,42.9
,40,42.87
,40,42.68
,40,42.31
,40,41.82
,40,41.24
,40,40.55
,40,39.76
,40,39.19
,40,38.84
,40,38.48
,40,38.21
,40,38.11
,40,38.04
,40,37.98
,40,38
,40,38.07
,40,38.18
,40,38.32
,40,38.49
,40,38.7
,40,38.8
,40,38.88
,40,38.93
,40,38.94
,40,38.91
,40,38.91
,40,38.95
,40,39.01
,40,39.06
,40,39.14
,40,39.2
,40,39.21
,40,39.16
,40,39.14
,40,39.12
,40,39.1
,40,39.11
,40,39.09
,40,39.07
,40,39.04
,40,39.02
,40,38.99
,40,38.98
,40,38.98
,40,38.98
,40,38.99
,40,38.98
,40,39
,40,39.01
,40,38.97
,40,38.92
,40,38.89
,40,38.86
,40,38.85
,40,38.88
,40,38.91
,45,38.93
,45,38.96
,45,39.22
,45,39.78
,45,40.71
,45,41.86
,45,42.95
,45,44
,45,45.19
,45,46.46
,45,47.62
,45,48.66
,45,48.66
,45,49.67
,45,50.5
,45,51.14
,45,51.66
,45,51.97
,45,52.1
,45,52.15
,45,52.09
,45,51.91
,45,51.6
,45,51.16
,45,50.51
,45,49.78
,45,48.96
,45,48.15
,45,47.37
,45,46.52
,45,45.64
,45,44.72
,45,43.79
,45,42.91
,45,42.22
,45,41.65
,45,41.26
,45,40.97
,45,40.81
,45,41.04
,45,41.62
,45,42.36
,45,43.18
,45,44.02
,45,44.81
,45,45.59
,45,46.42
,45,47.23
,45,47.83
,45,48.24
,45,48.37
,45,48.36
,45,48.36
,45,48.22
,45,47.92
,45,47.49
,45,46.93
,45,46.32
,45,45.65
,A1,
,45,44.81
,#1,
,45,44.02
,1,
,45,43.32
,45,42.86
,45,42.52
,45,42.2
,45,42
,45,41.89
,45,41.87
,45,41.9
,45,41.94
,45,42.02
,45,42.16
,45,42.35
,45,42.59
,45,42.71
,45,42.78
,45,42.83
,45,42.86
,45,42.84
,45,42.81
,45,42.77
,45,42.75
,45,42.74
,45,42.75
,45,42.76
,45,42.81
,45,42.85
,45,42.89
,45,42.86
,45,42.84
,45,42.81
,45,42.79
,45,42.77
,45,42.79
,45,42.84
,45,43.46
,45,44.58
,45,46.01
,45,47.72
,45,49.69
,G,
,45,51.08
,40,52.06
,40,52.8
,`,
,40,53.35
,~,
,40,53.73
,40,54.05
,40,54.33
,40,54.55
,40,54.66
,40,54.72
,40,54.73
,40,54.62
,40,54.43
,40,54.15
,40,53.73
,40,53.19
,40,52.52
,!,
,40,51.85
,40,51.11
,40,50.34
,40,49.5
,40,48.69
,40,47.84
,40,46.86
,40,45.88
,40,44.89
,40,43.89
,40,42.93
,40,42.01
,40,41.08
,40,40.12
,40,39.14
,40,38.12
,40,37.08
,40,36.11
,40,35.25
,40,34.56
,40,34.02
,40,33.79
,40,34.12
,40,34.88
,40,35.65
,1q,
,40,36.46
,40,37.45
,40,38.5
,40,39.41
,40,40.23
,40,41.07
,40,41.94
,40,42.46
,40,42.81
,40,43.09
,40,43.26
,40,43.2
,40,42.98
,40,42.82
,40,42.5
,40,42
,40,41.49
,40,40.81
,40,40.1
,40,39.34
,40,38.51
,40,37.7
,40,36.98
,40,36.42
,40,36.04
,40,35.87
,40,36.23
,40,37.05
,40,37.96
,40,38.8
,40,39.64
,40,40.51
,40,41.38
,40,42.22
,40,42.87
,40,43.35
,40,43.71
,40,43.98
,40,44.16
,40,44.29
,40,44.12
,40,43.99
,40,43.65
,40,43.26
,40,42.82
,40,42.3
,40,41.73
,40,41.11
,40,40.46
,40,39.8
,40,39.11
,40,38.41
,40,37.74
,40,37.12
,40,36.57
,40,36.16
,40,35.89
,40,35.75
,40,35.8
,40,36.1
,40,36.54
,40,36.97
,40,37.41
,40,37.85
,40,38.28
,40,38.72
,40,39.21
,40,39.65
,40,40.08
,40,40.49
,40,40.88
,40,41.3
,40,41.65
,40,41.89
,40,42.05
,40,42.11
,40,42.1
,40,41.96
,40,41.7
,40,41.3
,40,40.74
,40,40.06
,40,39.29
,40,38.5
,40,37.79
,40,37.22
,40,36.82
,40,36.58
,40,36.48
,40,36.42
,40,36.45
,40,36.77
,40,37.33
,40,37.89
,40,38.39
,40,38.86
,40,39.32
,40,39.81
,40,40.28
,40,40.7
,40,41.13
,40,41.5
,40,41.75
,40,41.77
,40,41.65
,40,41.44
,40,41.15
,40,40.8
,40,40.39
,40,39.96
,45,39.53
,45,39.18
,45,39.2
,45,39.74
,45,40.51
,45,41.2
,45,41.98
,45,43.12
,45,44.38
,45,45.62
,45,46.83
,45,47.93
,45,49.04
,45,50.06
,45,50.84
,&,
,45,51.46
,A,
,45,51.81
,X,
,45,52.07
,d,
,45,52.19
,45,52.22
,45,52.12
,45,51.92
,45,51.59
,45,51.21
,45,50.73
,45,50.16
,45,49.52
,45,48.85
,45,48.07
,45,47.19
,45,46.32
,45,45.41
,45,44.49
,45,43.58
,45,42.73
,45,41.99
,45,41.34
,45,40.79
,45,40.35
,45,40.08
,45,39.9
,45,39.94
,45,40.49
,45,41.3
,45,42.15
,45,43.04
,45,43.96
,45,44.81
,45,45.63
,45,46.43
,45,47.19
,45,47.78
,45,48.18
,45,48.4
,45,48.52
,45,48.56
,45,48.47
,45,48.33
,45,48.07
,45,47.71
,~2],
,45,47.27
,j2`,
,45,46.73
,45,46.17
,45,45.55
,45,44.86
,45,44.1
,45,43.26
,45,42.44
,45,41.73
,45,41.21
,45,40.79
,45,40.48
,45,40.28
,45,40.35
,45,40.85
,45,41.56
,45,42.35
,45,43.31
,45,44.28
,45,45.2
,45,46.05
,45,46.88
,45,47.64
,45,48.22
,45,48.54
,45,48.68
,45,48.71
,45,48.65
,45,48.52
,45,48.33
,45,48.1
,45,47.87
,45,47.59
,45,47.28
,45,46.93
,45,46.54
,45,46.1
,45,45.65
,45,45.13
,45,44.59
,40,44.05
,40,43.52
,40,42.97
,40,42.39
,40,41.79
,40,41.17
,40,40.51
,40,39.79
,40,39.01
,40,38.18
,40,37.34
,40,36.55
,40,35.84
,40,35.25
,40,34.79
,40,34.82
,40,35.44
,40,36.34
,40,37.21
,40,38.25
,40,39.54
,40,40.72
,40,41.84
,40,42.91
,40,43.8
,40,44.48
,40,44.98
,40,45.39
,40,45.73
,40,46.03
,40,46.23
,40,46.37
,40,46.43
,40,46.36
,40,46.17
,40,45.89
,40,45.53
,40,45.1
,40,44.61
,40,44.1
,40,43.52
,40,42.91
,40,42.29
,40,41.65
,40,40.98
,40,40.25
,40,39.51
,40,38.74
,40,38.04
,40,37.49
,40,37.04
,40,36.69
,40,36.47
,40,36.4
,40,36.43
,40,36.58
,40,36.9
,40,37.39
,40,37.94
,40,38.55
,40,39.19
,40,39.77
,40,40.29
,40,40.8
,40,41.26
,40,41.62
,40,41.86
,40,42.02
,40,42.1
,40,42.12
,40,42.09
,40,42.02
,40,41.9
,40,41.76
,40,41.6
,40,41.41
,40,41.2
,40,40.94
,40,40.65
,40,40.33
,40,39.98
,40,39.57
,40,39.14
,40,38.69
,40,38.28
,40,38.02
,40,37.87
,40,37.84
,40,37.89
,40,38.08
,40,38.38
,40,38.74
,40,39.14
,40,39.6
,40,40.19
,40,40.8
,40,41.4
,40,41.99
,40,42.51
,40,42.91
,40,43.17
,40,43.3
,40,43.32
,40,43.26
,40,43.12
,40,42.92
,40,42.64
,40,42.34
,40,41.96
,40,41.52
,40,40.99
,40,40.39
,40,39.73
,40,39.02
,40,38.25
,40,37.52
,40,36.88
,40,36.35
,40,35.91
,40,35.61
,40,35.46
,40,35.91
,40,36.77
,40,37.68
,40,38.39
,40,38.97
,40,39.47
,40,39.9
,40,40.28
,40,40.61
,40,40.89
,40,41.09
,40,41.13
,40,41.03
,40,40.85
,40,40.57
,40,40.2
,40,39.75
,40,39.23
,40,38.74
,40,38.33
,40,38.02
,40,37.73
,40,37.52
,40,37.43
,40,37.37
,40,37.32
,40,37.31
,40,37.3
,40,37.29
,40,37.25
,45,37.2
,45,37.17
,45,37.3
,45,37.75
,45,38.45
,45,39.27
,45,40.21
,45,41.33
,45,42.57
,45,43.91
,45,45.35
,45,46.81
,45,48.25
,45,49.67
,45,50.93
,45,51.92
,45,52.65
,45,53.11
,45,53.31
,45,53.28
,45,53.06
,45,52.67
,45,52.18
,45,51.58
,45,50.88
,45,50.09
,45,49.26
,45,48.38
,45,47.48
,45,46.58
,45,45.65
,45,44.69
,45,43.69
,45,42.75
,45,41.92
,45,41.23
,45,40.65
,45,40.37
,45,40.74
,45,41.58
,45,42.77
,45,44.09
,45,45.03
,45,45.77
,45,46.43
,45,46.97
,45,47.35
,45,47.51
,45,47.52
,45,47.43
,45,47.23
,45,46.87
,45,46.44
,45,45.9
,45,45.3
,45,44.65
,:1f,
,45,44
,45,43.46
,45,43.08
,45,42.82
,45,42.69
,45,42.64
,45,42.71
,45,42.94
,45,43.29
,45,43.64
,45,43.92
,45,44.14
,45,44.31
,45,44.49
,45,44.68
,45,44.91
,45,45.16
,45,45.37
,45,45.56
,45,45.75
,45,45.87
,45,45.91
,45,45.97
,45,46.08
,45,46.15
,45,46.13
,45,46.05
,45,45.84
,45,45.56
,45,45.18
,45,44.83
,45,44.46
,45,44.15
,45,43.92
,45,43.81
,45,43.82
,45,43.88
,45,43.95
,45,44.06
,45,44.2
,45,44.37
,45,44.54
,45,44.7
,45,44.85
,40,45
,40,45.14
,40,45.17
,40,45.09
,40,44.94
,40,44.7
,40,44.38
,40,43.99
,40,43.55
,40,43.06
,40,42.52
,40,41.92
,40,41.26
,40,40.51
,40,39.7
,40,38.87
,40,38.02
,40,37.23
,40,36.52
,40,35.95
,40,35.54
,40,35.29
,40,35.54
,40,36.23
,40,36.8
,40,37.32
,40,37.88
,40,38.39
,40,38.93
,40,39.49
,40,40.08
,40,40.62
,40,41.16
,40,41.63
,40,41.95
,40,42.08
,40,42.08
,40,41.96
,40,41.8
,40,41.58
,40,41.33
,40,41.09
,40,40.79
,40,40.45
,40,40.11
,40,39.73
,40,39.29
,40,38.87
,40,38.51
,40,38.27
,40,38.12
,40,38.04
,40,38.06
,40,38.22
,40,38.49
,40,38.87
,40,39.35
,40,39.89
,40,40.46
,40,41.01
,40,41.56
,40,42.03
,40,42.4
,40,42.7
,40,42.85
,40,42.91
,40,42.87
,40,42.73
,40,42.52
,40,42.23
,40,41.86
,40,41.39
,40,40.88
,40,40.32
,40,39.69
,40,39.06
,40,38.51
,40,38.05
,40,37.72
,40,37.53
,40,37.48
,40,37.53
,40,37.68
,40,37.98
,40,38.35
,40,38.73
,40,39.11
,40,39.49
,40,39.9
,40,40.3
,40,40.72
,40,41.13
,40,41.49
,40,41.73
,40,41.91
,40,41.99
,40,41.98
,40,41.85
,40,41.65
,40,41.4
,40,41.08
,40,40.7
,40,40.27
,40,39.81
,40,39.26
,40,38.62
,40,38.04
,40,37.57
,40,37.24
,40,37.01
,40,36.89
,40,36.87
,40,36.96
,40,37.15
,40,37.38
,40,37.63
,40,37.92
,40,38.24
,40,38.51
,40,38.74
,40,38.92
,40,39.08
,40,39.23
,40,39.36
,40,39.48
,40,39.59
,40,39.68
,40,39.77
,40,39.85
,40,39.92
,40,39.97
,40,40.02
,40,40.06
,40,40.08
,40,40.09
,40,40.09
,40,40.1
,40,40.11
,40,40.12
,40,40.12
,40,40.14
,40,40.14
,40,40.16
,40,40.17
,40,40.17
,40,40.17
,40,40.17
,40,40.17
,40,40.16
,40,40.18
,40,40.19
,45,40.22
,45,40.26
,45,40.49
,45,41.06
,45,41.89
,45,42.85
,45,43.9
,45,44.97
,45,46.02
,45,47.04
,45,48.03
,45,48.97
,45,49.75
,45,50.26
,45,50.55
,45,50.69
,45,50.67
,45,50.53
,45,50.27
,45,49.93
,45,49.52
,45,49.03
,45,48.51
,45,47.91
,45,47.27
,45,46.6
,45,45.87
,45,45.1
,45,44.26
,45,43.38
,45,42.55
,45,41.82
,45,41.21
,45,40.71
,45,40.38
,45,40.45
,45,41.02
,45,41.77
,45,42.53
,45,43.27
,45,43.95
,45,44.6
,45,45.18
,45,45.73
,45,46.27
,45,46.57
,45,46.62
,45,46.51
,45,46.28
,45,45.93
,45,45.51
,45,45.02
,S2x,
,45,44.54
,45,44.11
,45,43.78
,45,43.55
,45,43.38
,45,43.27
,45,43.29
,45,43.42
,45,43.64
,45,43.91
,45,44.12
,45,44.25
,45,44.31
,H2~,
,45,44.37
,45,44.45
,45,44.52
,45,44.6
,45,44.66
,45,44.7
,45,44.73
,45,44.76
,45,44.79
,45,44.85
,45,44.91
,45,45
,45,45.11
,45,45.24
,45,45.38
,45,45.52
,45,45.66
,45,45.79
,45,45.92
,45,45.94
,45,45.76
,45,45.42
,45,45.03
,45,44.71
,45,44.54
,45,44.51
,45,44.6
,45,44.77
,45,45
,45,45.32
,45,45.68
,45,46.06
,45,46.46
,45,46.82
,45,47.09
,40,47.29
,40,47.4
,40,47.4
,40,47.3
,40,47.09
,40,46.81
,40,46.42
,40,45.95
,40,45.41
,40,44.86
,40,44.22
,40,43.53
,40,42.81
,40,42.02
,40,41.19
,40,40.31
,40,39.35
,40,38.38
,40,37.42
,40,36.61
,40,35.87
,40,35.25
,40,34.77
,40,34.5
,40,34.79
,40,35.42
,40,36.02
,40,36.67
,40,37.61
,40,38.65
,40,39.6
,40,40.47
,40,41.27
,40,42.05
,40,42.6
,40,42.86
,40,42.84
,40,42.6
,40,42.23
,40,41.77
,40,41.26
,40,40.67
,40,40.04
,40,39.35
,40,38.64
,40,37.99
,40,37.46
,40,37.06
,40,36.75
,40,36.58
,40,36.56
,40,36.58
,40,36.64
,40,36.74
,40,36.85
,40,36.95
,40,37.07
,40,37.26
,40,37.46
,40,37.56
,40,37.64
,40,37.79
,40,37.99
,40,38.13
,40,38.27
,40,38.47
,40,38.64
,40,38.8
,40,39
,40,39.21
,40,39.4
,40,39.61
,40,39.78
,40,39.92
,40,40.05
,40,40.15
,40,40.2
,40,40.2
,40,40.18
,40,40.17
,40,40.13
,40,40.07
,40,40.01
,40,39.96
,40,39.89
,40,39.86
,40,39.86
,40,39.91
,40,39.99
,40,40.09
,40,40.22
,40,40.35
,40,40.5
,40,40.66
,40,40.83
,40,40.99
,40,41.17
,40,41.36
,40,41.49
,40,41.45
,40,41.1
,40,40.5
,40,39.86
,40,39.36
,40,38.99
,40,38.71
,40,38.51
,40,38.44
,40,38.44
,40,38.43
,40,38.47
,40,38.54
,40,38.6
,40,38.61
,40,38.58
,40,38.5
,40,38.41
,40,38.28
,40,38.14
,40,37.98
,40,37.83
,40,37.69
,40,37.57
,40,37.47
,40,37.39
,40,37.34
,40,37.38
,40,37.41
,40,37.55
,40,37.86
,40,38.51
,40,39.43
,40,40.21
,40,40.73
,40,41.32
,40,41.86
,40,42.39
,40,42.88
,40,43.22
,40,43.35
,40,43.24
,40,42.95
,40,42.56
,40,42.08
,40,41.5
,40,40.84
,40,40.23
,40,39.75
,40,39.45
,40,39.26
,40,39.18
,45,39.26
,45,39.45
,45,39.87
,45,40.57
,45,41.39
,45,42.33
,45,43.38
,45,44.59
,45,45.8
,45,46.91
,45,48.02
,45,49.08
,45,49.8
,45,50.13
,45,50.13
,45,49.93
,45,49.62
,45,49.22
,45,48.73
,45,48.18
,45,47.58
,45,46.91
,45,46.24
,45,45.55
,45,44.85
,45,44.25
,45,43.76
,45,43.37
,45,43.04
,45,42.83
,45,42.68
,45,42.61
,45,42.69
,45,42.8
,45,42.92
,45,43.03
,45,43.14
,45,43.24
,45,43.3
,45,43.34
,45,43.42
,45,43.51
,45,43.62
,45,43.69
,45,43.7
,45,43.74
,45,43.85
,45,44.03
,45,44.15
,45,44.24
,45,44.37
,45,44.59
,45,44.85
,45,45.01
,45,45.15
,45,45.3
,45,45.47
,45,45.64
,45,45.76
,45,45.81
,45,45.87
,45,45.95
,45,46.04
,45,46.14
,45,46.23
,45,46.28
,45,46.32
,45,46.35
,45,46.38
,45,46.39
,45,46.4
,45,46.41
,45,46.43
,45,46.44
,45,46.46
,45,46.48
,45,46.49
,45,46.5
,45,46.49
,45,46.47
,45,46.39
,45,46.17
,45,45.85
,45,45.53
,45,45.32
,45,45.35
,45,45.5
,45,45.61
,45,45.71
,45,45.75
,45,45.72
,45,45.69
,45,45.66
,45,45.65
,45,45.62
,45,45.58
,45,45.55
,45,45.54
,45,45.53
,45,45.53
,40,45.55
,40,45.57
,40,45.48
,40,45.29
,40,45
,40,44.59
,40,44.06
,40,43.44
,40,42.71
,40,41.94
,40,41.08
,40,40.22
,40,39.3
,40,38.41
,40,37.6
,40,36.93
,40,36.4
,40,36.02
,40,35.76
,40,35.58
,40,35.6
,40,36.04
,40,36.67
,40,37.32
,40,38.33
,40,39.65
,40,40.83
,40,41.7
,40,42.55
,40,43.17
,40,43.42
,40,43.37
,40,43.09
,40,42.69
,40,42.19
,40,41.64
,40,41.03
,40,40.38
,40,39.63
,40,38.63
,40,37.66
,40,36.9
,40,36.37
,40,36.03
,40,36.03
,40,36.53
,40,37.3
,40,38.08
,40,38.77
,40,39.45
,40,40.06
,40,40.58
,40,41.04
,40,41.42
,40,41.75
,40,42.01
,40,42.04
,40,41.8
,40,41.45
,40,41.09
,40,40.65
,40,40.27
,40,39.94
,40,39.72
,40,39.75
,40,39.84
,40,39.86
,40,39.88
,40,39.91
,40,39.94
,40,39.9
,40,39.75
,40,39.56
,40,39.39
,40,39.22
,40,39.08
,40,38.95
,40,38.83
,40,38.71
,40,38.59
,40,38.49
,40,38.39
,40,38.29
,40,38.18
,40,38.06
,40,37.94
,40,37.81
,40,37.69
,40,37.56
,40,37.45
,40,37.34
,40,37.24
,40,37.21
,40,37.71
,40,38.69
,40,40.09
,40,41.87
,40,43.71
,40,44.97
,40,45.73
,40,46.08
,40,46.1
,40,45.88
,40,45.51
,40,45.05
,40,44.47
,40,43.8
,40,43.05
,40,42.24
,40,41.39
,40,40.51
,40,39.6
,40,38.82
,40,38.22
,40,37.68
,40,37.24
,40,36.97
,40,36.75
,40,36.64
,40,36.58
,40,36.49
,40,36.56
,40,36.74
,40,36.81
,40,37
,40,37.58
,40,38.54
,40,39.83
,40,40.97
,40,41.91
,40,42.74
,40,43.35
,40,43.62
,40,43.58
,40,43.25
,40,42.72
,40,42.1
,40,41.38
,40,40.59
,40,39.75
,40,38.84
,40,37.99
,40,37.35
,40,36.86
,40,36.48
,40,36.29
,40,36.36
,40,36.76
,40,37.39
,40,38.16
,40,38.85
,45,39.45
,45,40.01
,45,40.71
,45,41.69
,45,42.81
,45,44.03
,45,45.33
,45,46.63
,45,47.87
,45,49.06
,45,50.09
,45,50.82
,45,51.24
,45,51.38
,45,51.32
,45,51.07
,45,50.7
,45,50.19
,45,49.57
,45,48.83
,45,48.02
,45,47.16
,45,46.26
,45,45.31
,45,44.35
,45,43.44
,45,42.7
,45,42.08
,45,41.6
,45,41.23
,45,41.03
,45,41.03
,45,41.32
,45,41.86
,45,42.58
,45,43.4
,45,44.17
,45,44.83
,45,45.49
,45,46.1
,45,46.67
,45,47.16
,45,47.58
,45,47.76
,45,47.65
,45,47.34
,45,46.91
,45,46.42
,45,45.88
,45,45.27
,45,44.62
,45,44.1
,45,43.75
,45,43.48
,45,43.28
,45,43.19
,45,43.29
,45,43.54
,45,43.79
,45,44.02
,45,44.22
,45,44.39
,45,44.46
,45,44.47
,45,44.46
,45,44.45
,45,44.43
,45,44.41
,45,44.41
,45,44.39
,45,44.39
,45,44.38
,45,44.39
,45,44.41
,45,44.44
,45,44.48
,45,44.5
,45,44.5
,45,44.49
,45,44.47
,45,44.44
,45,44.41
,45,44.37
,45,44.33
,45,44.3
,45,44.3
,45,44.32
,45,44.35
,45,44.38
,45,44.39
,45,44.42
,45,44.45
,45,44.47
,45,44.46
,45,44.45
,45,44.42
,45,44.4
,45,44.38
,45,44.37
,45,44.35
,40,44.34
,40,44.32
,40,44.19
,40,43.88
,40,43.44
,40,42.92
,40,42.3
,40,41.63
,40,40.89
,40,40.12
,40,39.41
,40,38.85
,40,38.41
,40,38.1
,40,37.92
,40,37.92
,40,37.97
,40,38.04
,40,38.21
,40,38.4
,40,38.57
,40,38.72
,40,38.85
,40,38.98
,40,39.12
,40,39.3
,40,39.51
,40,39.73
,40,39.97
,40,40.23
,40,40.5
,40,40.79
,40,41.08
,40,41.38
,40,41.67
,40,41.95
,40,42.21
,40,42.37
,40,42.42
,40,42.35
,40,42.12
,40,41.76
,40,41.29
,40,40.76
,40,40.14
,40,39.62
,40,39.31
,40,39.08
,40,38.94
,40,38.92
,40,39.07
,40,39.41
,40,39.84
,40,40.29
,0`e,
,40,40.66
,+0_f,
,40,40.98
,80`g,
,40,41.3
,C0bh,
,40,41.62
,O0ci,
,40,41.95
,P0ej,
,40,42.07
,N0hk,
,40,42.02
,H0jl,
,40,41.9
,@0km,
,40,41.71
,60kn,
,40,41.49
,-0jo,
,40,41.27
,&0hp,
,40,41.07
,0fq,
,40,40.82
,40,40.54
,40,40.31
,40,40.15
,40,40.07
,40,40.1
,40,40.26
,40,40.49
,40,40.8
,40,41.2
,40,41.42
,40,41.35
,40,41.09
,40,40.72
,40,40.27
,40,39.8
,40,39.26
,40,38.75
,40,38.35
,40,38.01
,40,37.79
,40,37.71
,40,37.84
,40,38.11
,40,38.46
,40,38.92
,40,39.42
,40,39.95
,40,40.45
,40,40.89
,40,41.29
,40,41.57
,40,41.68
,40,41.61
,40,41.46
,40,41.28
,40,41.13
,40,40.9
,40,40.6
,40,40.26
,40,39.89
,40,39.52
,40,39.24
,40,38.94
,40,38.7
,40,38.54
,40,38.5
,40,38.53
,40,38.64
,40,38.76
,40,38.84
,40,38.85
,40,38.78
,40,38.64
,40,38.48
,40,38.35
,40,38.26
,40,38.2
,40,38.06
,40,37.85
,40,37.67
,40,37.54
,40,37.49
,40,37.46
,40,37.34
,40,37.23
,40,37.17
,40,37.29
,40,37.7
,40,38.26
,40,38.78
,40,39.28
,40,39.79
,40,40.29
,40,40.81
,40,41.35
,40,41.89
,40,42.37
,40,42.87
,40,43.25
,40,43.42
,40,43.41
,40,43.27
,40,43.05
,40,42.72
,45,42.27
,45,41.76
,45,41.29
,45,41.08
,45,41.38
,45,42.07
,45,42.74
,45,43.35
,45,44.31
,45,45.46
,45,46.47
,45,47.35
,45,48.2
,45,48.94
,45,49.49
,45,49.78
,45,49.81
,45,49.69
,45,49.4
,45,48.97
,45,48.41
,45,47.73
,45,46.97
,45,46.14
,45,45.2
,45,44.22
,45,43.3
,45,42.56
,45,41.96
,45,41.46
,45,41.1
,45,41.21
,45,41.81
,45,42.76
,45,43.84
,45,44.83
,45,45.62
,45,46.35
,45,47.11
,45,47.81
,45,48.45
,45,48.89
,45,49.09
,45,49.11
,45,48.97
,45,48.73
,45,48.36
,45,47.88
,45,47.34
,45,46.65
,45,45.84
,45,44.97
,45,44.04
,45,43.11
,45,42.26
,45,41.53
,45,40.92
,45,40.42
,45,40.17
,45,40.39
,45,40.97
,45,41.48
,45,42.04
,45,42.95
,45,43.89
,45,44.69
,45,45.45
,45,46.17
,45,46.83
,45,47.46
,45,48.01
,45,48.34
,45,48.44
,45,48.35
,45,48.15
,45,47.87
,,
,45,47.45
,45,46.95
,45,46.36
,45,45.66
,45,44.9
,45,43.93
,45,42.86
,45,41.9
,45,41.13
,45,40.49
,45,39.97
,45,39.94
,45,40.21
,45,40.5
,45,41
,45,41.75
,45,42.59
,45,43.59
,45,44.68
,45,45.69
,45,46.66
,45,47.63
,45,48.59
,45,49.39
,40,49.88
,40,50.11
,40,50.13
,40,49.98
,40,49.74
,40,49.4
,40,48.97
,1,
,40,48.46
,40,47.87
,40,47.23
,4,
,40,46.54
,40,45.8
,40,44.96
,40,44.11
,40,43.2
,40,42.24
,40,41.27
,40,40.24
,40,39.14
,40,38
,40,36.85
,40,35.87
,40,35.07
,40,34.42
,40,34.13
,40,34.41
,40,35.03
,40,35.59
,40,36.27
,40,37.24
,40,38.44
,40,39.58
,40,40.6
,40,41.52
,40,42.35
,40,43.08
,40,43.55
,40,43.7
,40,43.6
,40,43.33
,40,43.01
,40,42.64
,40,42.17
,40,41.64
,40,41.05
,40,40.42
,40,39.71
,40,38.96
,40,38.32
,40,37.83
,40,37.44
,40,37.11
,40,36.89
,40,36.81
,40,36.88
,40,37.03
,40,37.19
,40,37.37
,40,37.57
,40,37.77
,40,37.98
,40,38.23
,40,38.23
,40,38.52
,40,38.77
,40,38.95
,40,39.1
,40,39.25
,40,39.42
,40,39.63
,40,39.84
,40,39.99
,40,40.08
,40,40.18
,40,40.29
,40,40.39
,40,40.5
,40,40.6
,40,40.71
,40,40.74
,40,40.43
,40,39.67
,40,38.55
,40,37.38
,40,36.39
,40,35.65
,40,35.4
,40,35.67
,40,36.16
,40,36.72
,40,37.44
,40,38.39
,40,39.38
,40,40.21
,40,40.98
,40,41.74
,40,42.3
,40,42.4
,40,42.26
,40,42.03
,40,41.71
,40,41.32
,40,40.86
,40,40.25
,40,39.51
,40,38.88
,40,38.43
,40,38.12
,40,37.92
,40,37.85
,40,37.82
,40,37.88
,40,38.08
,40,38.3
,40,38.47
,40,38.69
,40,38.9
,40,38.99
,40,39.06
,40,39.19
,40,39.27
,40,39.38
,40,39.65
,40,39.84
,40,39.9
,40,39.97
,40,40.02
,40,40.16
,40,40.24
,40,40.17
,40,40.07
,40,39.98
,40,39.86
,40,39.74
,40,39.61
,40,39.48
,40,39.36
,40,39.24
,40,39.15
,40,39.07
,40,39
,40,38.93
,40,38.87
,40,38.82
,40,38.75
,40,38.68
,40,38.61
,40,38.53
,40,38.44
,40,38.34
,40,38.25
,45,38.17
,45,38.09
,45,38.19
,45,38.56
,45,39.2
,45,40.01
,45,40.92
,45,41.97
,45,43.16
,45,44.39
,45,45.77
,45,47.18
,45,48.51
,45,49.77
,45,50.57
,45,51.03
,45,51.14
,45,51.01
,45,50.73
,45,50.39
,45,49.96
,45,49.48
,45,48.9
,45,48.27
,45,47.61
,45,46.9
,45,46.12
,45,45.32
,45,44.63
,45,44.07
,45,43.62
,45,43.28
,45,43.05
,45,42.91
,45,42.83
,45,42.89
,45,42.99
,45,43.08
,45,43.12
,45,43.17
,45,43.22
,45,43.26
,45,43.29
,45,43.3
,45,43.27
,45,43.22
,45,43.16
,45,43.07
,45,43
,45,43.15
,45,43.59
,45,43.95
,45,44.43
,45,44.99
,45,45.46
,45,45.89
,45,46.29
,45,46.62
,45,46.91
,45,47.18
,45,47.39
,45,47.61
,45,47.79
,45,47.85
,45,47.67
,45,47.21
,45,46.66
,45,46.02
,45,45.15
,45,44.25
,45,43.56
,45,43.07
,45,42.66
,45,42.36
,45,42.27
,45,42.56
,45,43.02
,45,43.66
,45,44.41
,45,45.08
,45,45.68
,45,46.32
,45,46.95
,45,47.54
,45,48.07
,45,48.29
,45,48.23
,45,48.01
,45,47.73
,45,47.37
,45,46.88
,45,46.29
,45,45.6
,45,44.92
,45,44.45
,45,44.07
,45,43.79
,45,43.65
,45,43.53
,45,43.52
,45,43.62
,40,43.65
,40,43.63
,40,43.46
,40,43.15
,40,42.8
,40,42.34
,40,41.79
,40,41.14
,40,40.41
,40,39.73
,40,39.14
,40,38.7
,40,38.3
,40,38.07
,40,37.97
,40,37.89
,40,37.84
,40,37.8
,40,37.72
,40,37.6
,40,37.42
,40,37.23
,40,37.17
,40,37.27
,40,37.52
,40,38.14
,40,38.97
,40,39.76
,40,40.49
,40,41.16
,s/jC,
,40,41.86
,40,42.55
,40,43.19
,40,43.51
,40,43.41
,40,43.04
,40,42.56
,40,41.97
,40,41.31
,40,40.56
,40,39.76
